corps,event_name,date,location,chief_judge,season,total_score,total_rank,color_guard_achievement_judge,color_guard_achievement_rank,color_guard_achievement_score,color_guard_content_judge,color_guard_content_rank,color_guard_content_score,general_effect_1_performance_judge,general_effect_1_performance_rank,general_effect_1_performance_score,general_effect_1_repertoire_judge,general_effect_1_repertoire_rank,general_effect_1_repertoire_score,general_effect_2_performance_judge,general_effect_2_performance_rank,general_effect_2_performance_score,general_effect_2_repertoire_judge,general_effect_2_repertoire_rank,general_effect_2_repertoire_score,music_analysis_achievement_judge,music_analysis_achievement_rank,music_analysis_achievement_score,music_analysis_content_judge,music_analysis_content_rank,music_analysis_content_score,music_brass_achievement_judge,music_brass_achievement_rank,music_brass_achievement_score,music_brass_content_judge,music_brass_content_rank,music_brass_content_score,music_brass_continuity_judge,music_brass_continuity_rank,music_brass_continuity_score,music_percussion_achievement_judge,music_percussion_achievement_rank,music_percussion_achievement_score,music_percussion_content_judge,music_percussion_content_rank,music_percussion_content_score,music_percussion_continuity_judge,music_percussion_continuity_rank,music_percussion_continuity_score,penalties_judge,penalties_rank,penalties_score,special_brass_friday_judge,special_brass_friday_rank,special_brass_friday_score,special_brass_thursday_judge,special_brass_thursday_rank,special_brass_thursday_score,special_cg_friday_judge,special_cg_friday_rank,special_cg_friday_score,special_cg_thursday_judge,special_cg_thursday_rank,special_cg_thursday_score,special_ge_friday_judge,special_ge_friday_rank,special_ge_friday_score,special_ge_thursday_judge,special_ge_thursday_rank,special_ge_thursday_score,special_perc_friday_judge,special_perc_friday_rank,special_perc_friday_score,special_perc_thursday_judge,special_perc_thursday_rank,special_perc_thursday_score,special_visual_proficiency_friday_judge,special_visual_proficiency_friday_rank,special_visual_proficiency_friday_score,special_visual_proficiency_thursday_judge,special_visual_proficiency_thursday_rank,special_visual_proficiency_thursday_score,visual_analysis_achievement_judge,visual_analysis_achievement_rank,visual_analysis_achievement_score,visual_analysis_composition_judge,visual_analysis_composition_rank,visual_analysis_composition_score,visual_proficiency_achievement_judge,visual_proficiency_achievement_rank,visual_proficiency_achievement_score,visual_proficiency_content_judge,visual_proficiency_content_rank,visual_proficiency_content_score,visual_proficiency_continuity_judge,visual_proficiency_continuity_rank,visual_proficiency_continuity_score
The Cavaliers,DCI World Championship Semifinals,2024-08-09,"Indianapolis, IN",John Phillips,2024,88.525,11,Warren Rickart,12.0,8.8,Warren Rickart,11.0,8.8,Greg Llacer,12.0,8.7,Greg Llacer,13.0,8.6,Gerry Miller,12.0,8.7,Gerry Miller,11.0,8.85,Marty Griffin,10.0,8.9,Marty Griffin,9.0,9.2,Steven Page,11.0,8.8,Steven Page,9.0,9.1,,,,Mark Teal,8.0,9.4,Mark Teal,8.0,9.4,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Sturgeon,12.0,8.7,Jim Sturgeon,10.0,8.9,Michael Turner,11.0,8.65,Michael Turner,13.0,8.45,,,
Troopers,DCI World Championship Semifinals,2024-08-09,"Indianapolis, IN",John Phillips,2024,88.8,10,Warren Rickart,15.0,8.4,Warren Rickart,14.0,8.6,Greg Llacer,10.0,8.8,Greg Llacer,11.0,8.7,Gerry Miller,11.0,8.75,Gerry Miller,10.0,8.9,Marty Griffin,11.0,8.8,Marty Griffin,12.0,8.9,Steven Page,10.0,9,Steven Page,11.0,9,,,,Mark Teal,7.0,9.5,Mark Teal,7.0,9.6,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Sturgeon,11.0,8.8,Jim Sturgeon,14.0,8.65,Michael Turner,12.0,8.6,Michael Turner,11.0,8.6,,,
7th Regiment,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,68.8,30,Jackie Campbell,30.0,7,Jackie Campbell,30.0,7.2,Beverly Brahan,30.0,6.8,Beverly Brahan,29.0,6.9,Glenn Fugett,30.0,6.7,Glenn Fugett,30.0,6.9,Kyle Young,30.0,6.7,Kyle Young,30.0,6.9,Mark Hoskins,30.0,6.7,Mark Hoskins,30.0,6.9,,,,Peter Furnari,30.0,7.1,Peter Furnari,30.0,7.3,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,30.0,6.7,Keith Baker,29.0,6.8,Mike Tarr,30.0,6.7,Mike Tarr,31.0,6.8,,,
Blue Devils,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,95.875,3,Jackie Campbell,3.0,9.7,Jackie Campbell,2.0,9.8,Beverly Brahan,4.0,9.3,Beverly Brahan,2.0,9.5,Glenn Fugett,3.0,9.6,Glenn Fugett,4.0,9.45,Kyle Young,3.0,9.55,Kyle Young,2.0,9.7,Mark Hoskins,3.0,9.55,Mark Hoskins,3.0,9.6,,,,Peter Furnari,4.0,9.6,Peter Furnari,4.0,9.65,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,3.0,9.6,Keith Baker,2.0,9.7,Mike Tarr,3.0,9.65,Mike Tarr,3.0,9.5,,,
Blue Devils B,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,80.6,20,Jackie Campbell,20.0,8.1,Jackie Campbell,21.0,8.1,Beverly Brahan,22.0,8,Beverly Brahan,22.0,7.9,Glenn Fugett,19.0,8,Glenn Fugett,19.0,8.2,Kyle Young,19.0,8,Kyle Young,20.0,8.1,Mark Hoskins,21.0,7.8,Mark Hoskins,19.0,8.15,,,,Peter Furnari,17.0,8.3,Peter Furnari,17.0,8.4,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,17.0,8,Keith Baker,16.0,8.2,Mike Tarr,20.0,7.7,Mike Tarr,20.0,8,,,
Blue Knights,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,84.813,14,Jackie Campbell,16.0,8.35,Jackie Campbell,15.0,8.55,Beverly Brahan,13.0,8.5,Beverly Brahan,12.0,8.55,Glenn Fugett,15.0,8.4,Glenn Fugett,16.0,8.4,Kyle Young,13.0,8.5,Kyle Young,13.0,8.7,Mark Hoskins,13.0,8.4,Mark Hoskins,13.0,8.55,,,,Peter Furnari,16.0,8.35,Peter Furnari,13.0,8.7,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,14.0,8.4,Keith Baker,13.0,8.5,Mike Tarr,14.0,8.4,Mike Tarr,13.0,8.65,,,
Blue Stars,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,90.55,8,Jackie Campbell,9.0,9,Jackie Campbell,8.0,9.2,Beverly Brahan,7.0,8.8,Beverly Brahan,8.0,8.9,Glenn Fugett,6.0,9.35,Glenn Fugett,6.0,9.35,Kyle Young,7.0,9.1,Kyle Young,8.0,9.1,Mark Hoskins,7.0,9,Mark Hoskins,7.0,9.1,,,,Peter Furnari,10.0,8.9,Peter Furnari,11.0,9,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,9.0,9,Keith Baker,10.0,8.8,Mike Tarr,7.0,9.1,Mike Tarr,8.0,9.1,,,
Bluecoats,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,97.525,1,Jackie Campbell,1.0,9.9,Jackie Campbell,3.0,9.7,Beverly Brahan,2.0,9.5,Beverly Brahan,1.0,9.6,Glenn Fugett,1.0,9.8,Glenn Fugett,1.0,9.9,Kyle Young,1.0,9.7,Kyle Young,1.0,9.8,Mark Hoskins,1.0,9.7,Mark Hoskins,1.0,9.75,,,,Peter Furnari,3.0,9.65,Peter Furnari,1.0,9.9,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,1.0,9.9,Keith Baker,1.0,9.8,Mike Tarr,2.0,9.7,Mike Tarr,1.0,9.75,,,
Boston Crusaders,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,96.6,2,Jackie Campbell,2.0,9.8,Jackie Campbell,1.0,9.9,Beverly Brahan,1.0,9.6,Beverly Brahan,4.0,9.3,Glenn Fugett,2.0,9.7,Glenn Fugett,2.0,9.6,Kyle Young,2.0,9.65,Kyle Young,3.0,9.65,Mark Hoskins,2.0,9.6,Mark Hoskins,2.0,9.65,,,,Peter Furnari,1.0,9.8,Peter Furnari,2.0,9.8,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,2.0,9.8,Keith Baker,3.0,9.6,Mike Tarr,1.0,9.8,Mike Tarr,2.0,9.7,,,
Carolina Crown,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,94.313,4,Jackie Campbell,4.0,9.6,Jackie Campbell,4.0,9.6,Beverly Brahan,3.0,9.4,Beverly Brahan,6.0,9.1,Glenn Fugett,5.0,9.45,Glenn Fugett,5.0,9.4,Kyle Young,5.0,9.4,Kyle Young,5.0,9.45,Mark Hoskins,4.0,9.5,Mark Hoskins,4.0,9.5,,,,Peter Furnari,7.0,9.35,Peter Furnari,6.0,9.45,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,5.0,9.4,Keith Baker,4.0,9.5,Mike Tarr,5.0,9.3,Mike Tarr,5.0,9.35,,,
Colt Cadets,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,70.5,29,Jackie Campbell,28.0,7.2,Jackie Campbell,28.0,7.4,Beverly Brahan,28.0,7.1,Beverly Brahan,30.0,6.8,Glenn Fugett,29.0,6.9,Glenn Fugett,29.0,7.1,Kyle Young,29.0,6.8,Kyle Young,29.0,7,Mark Hoskins,29.0,6.9,Mark Hoskins,29.0,7.1,,,,Peter Furnari,28.0,7.4,Peter Furnari,29.0,7.4,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,28.0,6.9,Keith Baker,30.0,6.7,Mike Tarr,27.0,7.2,Mike Tarr,28.0,7.2,,,
Colts,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,89.35,9,Jackie Campbell,8.0,9.1,Jackie Campbell,10.0,9,Beverly Brahan,9.0,8.7,Beverly Brahan,9.0,8.8,Glenn Fugett,9.0,9,Glenn Fugett,9.0,9,Kyle Young,10.0,8.8,Kyle Young,9.0,9,Mark Hoskins,9.0,8.75,Mark Hoskins,9.0,8.8,,,,Peter Furnari,9.0,9.1,Peter Furnari,9.0,9.2,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,8.0,9.1,Keith Baker,9.0,8.9,Mike Tarr,9.0,8.9,Mike Tarr,9.0,9,,,
Columbians,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,75.2,26,Jackie Campbell,26.0,7.4,Jackie Campbell,25.0,7.7,Beverly Brahan,26.0,7.6,Beverly Brahan,25.0,7.6,Glenn Fugett,23.0,7.7,Glenn Fugett,22.0,7.9,Kyle Young,26.0,7.4,Kyle Young,26.0,7.6,Mark Hoskins,26.0,7.3,Mark Hoskins,26.0,7.5,,,,Peter Furnari,27.0,7.5,Peter Furnari,27.0,7.6,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,24.0,7.3,Keith Baker,24.0,7.3,Mike Tarr,26.0,7.3,Mike Tarr,25.0,7.4,,,
Crossmen,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,84.525,15,Jackie Campbell,13.0,8.6,Jackie Campbell,14.0,8.6,Beverly Brahan,14.0,8.45,Beverly Brahan,16.0,8.25,Glenn Fugett,13.0,8.6,Glenn Fugett,14.0,8.5,Kyle Young,14.0,8.45,Kyle Young,15.0,8.55,Mark Hoskins,14.0,8.35,Mark Hoskins,15.0,8.4,,,,Peter Furnari,14.0,8.5,Peter Furnari,15.0,8.6,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,15.0,8.3,Keith Baker,14.0,8.4,Mike Tarr,15.0,8.3,Mike Tarr,15.0,8.4,,,
Genesis,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,78.375,21,Jackie Campbell,21.0,8,Jackie Campbell,18.0,8.4,Beverly Brahan,19.0,8.15,Beverly Brahan,18.0,8.1,Glenn Fugett,21.0,7.85,Glenn Fugett,23.0,7.85,Kyle Young,21.0,7.9,Kyle Young,21.0,8,Mark Hoskins,20.0,7.9,Mark Hoskins,21.0,7.9,,,,Peter Furnari,24.0,7.75,Peter Furnari,24.0,7.85,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,21.0,7.6,Keith Baker,23.0,7.4,Mike Tarr,22.0,7.6,Mike Tarr,22.0,7.8,,,
Gold,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,77.525,22,Jackie Campbell,24.0,7.6,Jackie Campbell,24.0,7.8,Beverly Brahan,24.0,7.85,Beverly Brahan,26.0,7.55,Glenn Fugett,22.0,7.8,Glenn Fugett,21.0,8,Kyle Young,22.0,7.8,Kyle Young,22.0,7.9,Mark Hoskins,22.0,7.7,Mark Hoskins,24.0,7.6,,,,Peter Furnari,19.0,8.1,Peter Furnari,19.0,8.3,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,22.0,7.5,Keith Baker,21.0,7.6,Mike Tarr,21.0,7.65,Mike Tarr,21.0,7.9,,,
Jersey Surf,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,75.813,24,Jackie Campbell,22.0,7.9,Jackie Campbell,23.0,7.9,Beverly Brahan,23.0,7.9,Beverly Brahan,23.0,7.8,Glenn Fugett,26.0,7.5,Glenn Fugett,27.0,7.5,Kyle Young,25.0,7.55,Kyle Young,24.0,7.8,Mark Hoskins,25.0,7.4,Mark Hoskins,23.0,7.65,,,,Peter Furnari,26.0,7.6,Peter Furnari,26.0,7.7,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,27.0,7,Keith Baker,25.0,7.2,Mike Tarr,24.0,7.45,Mike Tarr,26.0,7.35,,,
Les Stentors,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,66.075,31,Jackie Campbell,31.0,6.5,Jackie Campbell,31.0,7,Beverly Brahan,31.0,6.6,Beverly Brahan,31.0,6.6,Glenn Fugett,31.0,6.3,Glenn Fugett,31.0,6.6,Kyle Young,31.0,6.3,Kyle Young,31.0,6.5,Mark Hoskins,31.0,6.3,Mark Hoskins,31.0,6.5,,,,Peter Furnari,31.0,6.5,Peter Furnari,31.0,6.7,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,31.0,6.5,Keith Baker,31.0,6.6,Mike Tarr,31.0,6.5,Mike Tarr,30.0,6.9,,,
Madison Scouts,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,86.575,12,Jackie Campbell,12.0,8.7,Jackie Campbell,12.0,8.7,Beverly Brahan,12.0,8.55,Beverly Brahan,14.0,8.4,Glenn Fugett,11.0,8.8,Glenn Fugett,11.0,8.8,Kyle Young,11.0,8.65,Kyle Young,12.0,8.75,Mark Hoskins,12.0,8.5,Mark Hoskins,12.0,8.6,,,,Peter Furnari,12.0,8.7,Peter Furnari,14.0,8.65,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,12.0,8.6,Keith Baker,11.0,8.7,Mike Tarr,12.0,8.6,Mike Tarr,12.0,8.7,,,
Mandarins,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,91.225,7,Jackie Campbell,7.0,9.2,Jackie Campbell,7.0,9.3,Beverly Brahan,8.0,8.75,Beverly Brahan,7.0,9,Glenn Fugett,8.0,9.2,Glenn Fugett,8.0,9.2,Kyle Young,8.0,9.05,Kyle Young,7.0,9.25,Mark Hoskins,8.0,8.9,Mark Hoskins,8.0,9,,,,Peter Furnari,11.0,8.85,Peter Furnari,10.0,9.1,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,7.0,9.2,Keith Baker,7.0,9.1,Mike Tarr,8.0,9.05,Mike Tarr,7.0,9.2,,,
Music City,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,81.55,18,Jackie Campbell,15.0,8.4,Jackie Campbell,20.0,8.2,Beverly Brahan,18.0,8.2,Beverly Brahan,15.0,8.3,Glenn Fugett,16.0,8.35,Glenn Fugett,17.0,8.35,Kyle Young,18.0,8.1,Kyle Young,18.0,8.3,Mark Hoskins,18.0,8.1,Mark Hoskins,17.0,8.3,,,,Peter Furnari,18.0,8.25,Peter Furnari,18.0,8.35,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,19.0,7.8,Keith Baker,20.0,7.7,Mike Tarr,19.0,7.8,Mike Tarr,19.0,8.1,,,
Pacific Crest,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,84.988,13,Jackie Campbell,11.0,8.8,Jackie Campbell,11.0,8.8,Beverly Brahan,16.0,8.35,Beverly Brahan,13.0,8.5,Glenn Fugett,14.0,8.5,Glenn Fugett,12.0,8.7,Kyle Young,16.0,8.25,Kyle Young,14.0,8.6,Mark Hoskins,16.0,8.2,Mark Hoskins,16.0,8.35,,,,Peter Furnari,13.0,8.6,Peter Furnari,12.0,8.8,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,13.0,8.5,Keith Baker,15.0,8.3,Mike Tarr,13.0,8.5,Mike Tarr,14.0,8.5,,,
Phantom Regiment,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,94.275,5,Jackie Campbell,6.0,9.3,Jackie Campbell,5.0,9.5,Beverly Brahan,5.0,9.2,Beverly Brahan,3.0,9.4,Glenn Fugett,4.0,9.5,Glenn Fugett,3.0,9.5,Kyle Young,4.0,9.5,Kyle Young,4.0,9.5,Mark Hoskins,5.0,9.3,Mark Hoskins,5.0,9.4,,,,Peter Furnari,5.0,9.5,Peter Furnari,5.0,9.5,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,6.0,9.3,Keith Baker,6.0,9.2,Mike Tarr,4.0,9.5,Mike Tarr,4.0,9.4,,,
Raiders,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,71.3,28,Jackie Campbell,29.0,7.1,Jackie Campbell,29.0,7.3,Beverly Brahan,29.0,7,Beverly Brahan,28.0,7.2,Glenn Fugett,28.0,7.1,Glenn Fugett,28.0,7.2,Kyle Young,28.0,7.1,Kyle Young,28.0,7.2,Mark Hoskins,28.0,7.1,Mark Hoskins,28.0,7.3,,,,Peter Furnari,29.0,7.2,Peter Furnari,28.0,7.5,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,29.0,6.8,Keith Baker,28.0,6.9,Mike Tarr,29.0,6.9,Mike Tarr,29.0,7.1,,,
River City Rhythm,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,74.075,27,Jackie Campbell,25.0,7.5,Jackie Campbell,27.0,7.5,Beverly Brahan,25.0,7.8,Beverly Brahan,27.0,7.5,Glenn Fugett,27.0,7.3,Glenn Fugett,26.0,7.6,Kyle Young,27.0,7.3,Kyle Young,27.0,7.4,Mark Hoskins,27.0,7.2,Mark Hoskins,27.0,7.4,,,,Peter Furnari,25.0,7.7,Peter Furnari,25.0,7.8,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,26.0,7.1,Keith Baker,27.0,7,Mike Tarr,28.0,7,Mike Tarr,27.0,7.3,,,
Santa Clara Vanguard,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,93.0,6,Jackie Campbell,5.0,9.5,Jackie Campbell,6.0,9.4,Beverly Brahan,6.0,9.1,Beverly Brahan,5.0,9.2,Glenn Fugett,7.0,9.3,Glenn Fugett,7.0,9.3,Kyle Young,6.0,9.2,Kyle Young,6.0,9.4,Mark Hoskins,6.0,9.1,Mark Hoskins,6.0,9.2,,,,Peter Furnari,2.0,9.7,Peter Furnari,3.0,9.7,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,4.0,9.5,Keith Baker,5.0,9.3,Mike Tarr,6.0,9.2,Mike Tarr,6.0,9.3,,,
Seattle Cascades,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,77.225,23,Jackie Campbell,23.0,7.7,Jackie Campbell,22.0,8,Beverly Brahan,21.0,8.05,Beverly Brahan,21.0,7.95,Glenn Fugett,25.0,7.55,Glenn Fugett,25.0,7.7,Kyle Young,23.0,7.65,Kyle Young,23.0,7.85,Mark Hoskins,23.0,7.6,Mark Hoskins,25.0,7.55,,,,Peter Furnari,22.0,7.9,Peter Furnari,22.0,8,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,25.0,7.2,Keith Baker,22.0,7.5,Mike Tarr,23.0,7.55,Mike Tarr,23.0,7.6,,,
Spartans,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,81.038,19,Jackie Campbell,19.0,8.2,Jackie Campbell,19.0,8.3,Beverly Brahan,20.0,8.1,Beverly Brahan,20.0,8,Glenn Fugett,18.0,8.1,Glenn Fugett,15.0,8.45,Kyle Young,20.0,7.95,Kyle Young,19.0,8.2,Mark Hoskins,19.0,8,Mark Hoskins,20.0,8.1,,,,Peter Furnari,21.0,8,Peter Furnari,21.0,8.2,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,16.0,8.2,Keith Baker,17.0,8.1,Mike Tarr,18.0,7.9,Mike Tarr,18.0,8.2,,,
Spirit of Atlanta,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,82.675,16,Jackie Campbell,17.0,8.3,Jackie Campbell,16.0,8.5,Beverly Brahan,15.0,8.4,Beverly Brahan,17.0,8.2,Glenn Fugett,17.0,8.3,Glenn Fugett,18.0,8.3,Kyle Young,15.0,8.3,Kyle Young,16.0,8.5,Mark Hoskins,15.0,8.3,Mark Hoskins,14.0,8.5,,,,Peter Furnari,20.0,8.05,Peter Furnari,20.0,8.25,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,18.0,7.9,Keith Baker,18.0,8,Mike Tarr,16.0,8.1,Mike Tarr,16.0,8.3,,,
The Academy,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,81.775,17,Jackie Campbell,18.0,8.25,Jackie Campbell,17.0,8.45,Beverly Brahan,17.0,8.3,Beverly Brahan,19.0,8.05,Glenn Fugett,20.0,7.95,Glenn Fugett,20.0,8.15,Kyle Young,17.0,8.2,Kyle Young,17.0,8.4,Mark Hoskins,17.0,8.15,Mark Hoskins,18.0,8.2,,,,Peter Furnari,15.0,8.4,Peter Furnari,16.0,8.5,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,20.0,7.7,Keith Baker,19.0,7.9,Mike Tarr,17.0,8,Mike Tarr,17.0,8.25,,,
The Battalion,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,75.35,25,Jackie Campbell,27.0,7.3,Jackie Campbell,26.0,7.6,Beverly Brahan,27.0,7.3,Beverly Brahan,24.0,7.7,Glenn Fugett,24.0,7.6,Glenn Fugett,24.0,7.8,Kyle Young,24.0,7.6,Kyle Young,25.0,7.7,Mark Hoskins,24.0,7.5,Mark Hoskins,22.0,7.7,,,,Peter Furnari,23.0,7.8,Peter Furnari,23.0,7.9,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,23.0,7.4,Keith Baker,26.0,7.1,Mike Tarr,25.0,7.4,Mike Tarr,24.0,7.5,,,
The Cavaliers,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,88.212,10,Jackie Campbell,10.0,8.9,Jackie Campbell,9.0,9.1,Beverly Brahan,10.0,8.65,Beverly Brahan,10.0,8.7,Glenn Fugett,12.0,8.7,Glenn Fugett,13.0,8.65,Kyle Young,12.0,8.6,Kyle Young,10.0,8.95,Mark Hoskins,11.0,8.6,Mark Hoskins,11.0,8.65,,,,Peter Furnari,8.0,9.2,Peter Furnari,7.0,9.4,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,10.0,8.9,Keith Baker,8.0,9,Mike Tarr,10.0,8.8,Mike Tarr,10.0,8.9,,,
Troopers,DCI World Championship Prelims,2024-08-08,"Indianapolis, IN",John Phillips,2024,87.963,11,Jackie Campbell,14.0,8.45,Jackie Campbell,13.0,8.65,Beverly Brahan,11.0,8.6,Beverly Brahan,11.0,8.6,Glenn Fugett,10.0,8.9,Glenn Fugett,10.0,8.9,Kyle Young,9.0,8.85,Kyle Young,11.0,8.9,Mark Hoskins,10.0,8.7,Mark Hoskins,10.0,8.7,,,,Peter Furnari,6.0,9.4,Peter Furnari,8.0,9.3,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keith Baker,11.0,8.8,Keith Baker,12.0,8.6,Mike Tarr,11.0,8.7,Mike Tarr,11.0,8.8,,,
Blue Devils,Innovations In Brass,2024-08-05,"Canton, OH",Kyle Miller,2024,94.0,3,Michael Turner,3.0,9.3,Michael Turner,1.0,9.4,Kyle Miller,4.0,9.2,Kyle Miller,2.0,9.6,Ken Turner,4.0,9.2,Ken Turner,4.0,9.3,Jay Webb,2.0,9.3,Jay Webb,3.0,9.4,Andrew Cook,2.0,9.3,Andrew Cook,2.0,9.5,,,,Julie Davila,3.0,9.4,Julie Davila,3.0,9.6,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Sturgeon,3.0,9.5,Jim Sturgeon,2.0,9.6,Robert Solomon,2.0,9.6,Robert Solomon,3.0,9.5,,,
Blue Stars,Innovations In Brass,2024-08-05,"Canton, OH",Kyle Miller,2024,88.7,6,Michael Turner,6.0,8.6,Michael Turner,6.0,8.7,Kyle Miller,6.0,8.9,Kyle Miller,6.0,8.9,Ken Turner,6.0,8.9,Ken Turner,6.0,8.9,Jay Webb,6.0,8.7,Jay Webb,6.0,9,Andrew Cook,5.0,8.9,Andrew Cook,5.0,9,,,,Julie Davila,5.0,8.9,Julie Davila,6.0,9,,,,Tony DiCarlo,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Sturgeon,7.0,8.7,Jim Sturgeon,6.0,9,Robert Solomon,7.0,8.6,Robert Solomon,5.0,9.1,,,
